,items,common_ingredients,cluster_id
5902,"['ham', 'whole milk', 'white bread', 'bottled beer']","['ham', 'milk', 'bread', 'beer']",3
5903,"['other vegetables', 'soft cheese', 'frozen meals', 'brown bread', 'canned fish']","['vegetables', 'cheese', 'bread', 'fish']",3
5904,"['tropical fruit', 'root vegetables', 'other vegetables', 'curd', 'yogurt', 'whipped/sour cream', 'cream cheese', 'margarine', 'bottled water', 'newspapers']","['fruits', 'vegetables', 'vegetables', 'yogurt', 'cream', 'cheese', 'margarine', 'water']",3
5905,['canned beer'],['beer'],3
5906,['beef'],['beef'],3
5907,"['hamburger meat', 'whole milk', 'coffee']","['meat', 'milk']",3
5908,"['whole milk', 'dessert', 'beverages', 'detergent', 'flower (seeds)']",['milk'],3
5909,"['finished products', 'beef', 'citrus fruit', 'yogurt', 'frozen potato products', 'pastry', 'soups', 'coffee', 'candy']","['beef', 'fruits', 'yogurt']",3
5910,"['other vegetables', 'yogurt', 'white bread']","['vegetables', 'yogurt', 'bread']",3
5911,"['citrus fruit', 'other vegetables', 'UHT-milk', 'rolls/buns', 'flour']","['fruits', 'vegetables', 'milk', 'bread', 'flour']",3
5912,"['sausage', 'other vegetables', 'rolls/buns', 'fruit/vegetable juice']","['meat', 'vegetables', 'bread', 'vegetables']",3
5913,"['sausage', 'yogurt', 'rolls/buns']","['meat', 'yogurt', 'bread']",3
5914,"['pork', 'newspapers']",['pork'],3
5915,"['berries', 'other vegetables', 'yogurt', 'margarine', 'mustard', 'fruit/vegetable juice', 'detergent']","['fruits', 'vegetables', 'yogurt', 'margarine', 'herbs', 'vegetables']",5
5916,"['sausage', 'pip fruit', 'processed cheese', 'frozen meals', 'pastry', 'semi-finished bread', 'dog food', 'syrup']","['meat', 'fruits', 'cheese', 'bread', 'syrup']",3
5917,"['berries', 'pastry', 'sugar', 'soda', 'chocolate', 'make up remover']","['fruits', 'sugar', 'soda', 'chocolate']",6
5918,"['sausage', 'liver loaf', 'ham', 'pip fruit', 'yogurt', 'soft cheese', 'sliced cheese', 'rolls/buns', 'white bread', 'brown bread', 'pastry', 'soda', 'canned beer', 'newspapers', 'shopping bags']","['meat', 'meat', 'ham', 'fruits', 'yogurt', 'cheese', 'cheese', 'bread', 'bread', 'bread', 'soda', 'beer']",3
5919,['pasta'],['pasta'],3
5920,"['other vegetables', 'chocolate marshmallow']","['vegetables', 'chocolate']",3
5921,"['sausage', 'beef', 'hamburger meat', 'other vegetables', 'whole milk', 'butter', 'domestic eggs', 'roll products', 'sauces', 'bottled beer']","['meat', 'beef', 'meat', 'vegetables', 'milk', 'butter', 'eggs', 'sauce', 'beer']",3
5922,"['other vegetables', 'curd', 'soups', 'pudding powder', 'canned fish']","['vegetables', 'fish']",3
5923,"['frankfurter', 'sausage', 'pork', 'pip fruit', 'onions', 'whole milk', 'domestic eggs', 'brown bread', 'hygiene articles', 'newspapers']","['meat', 'meat', 'pork', 'fruits', 'vegetables', 'milk', 'eggs', 'bread']",3
5924,['sausage'],['meat'],3
5925,"['UHT-milk', 'brown bread', 'mustard', 'coffee', 'soda', 'dish cleaner']","['milk', 'bread', 'herbs', 'soda']",5
5926,"['whole milk', 'butter']","['milk', 'butter']",3
5928,"['liver loaf', 'dessert', 'domestic eggs', 'soda', 'cleaner', 'shopping bags']","['meat', 'eggs', 'soda']",3
5929,"['pet care', 'bottled water', 'soda', 'liquor (appetizer)']","['water', 'soda']",3
5930,"['whole milk', 'whipped/sour cream', 'cream cheese', 'soda']","['milk', 'cream', 'cheese', 'soda']",3
5931,"['chicken', 'other vegetables']","['chicken', 'vegetables']",3
5933,"['pork', 'beef', 'soda', 'canned beer']","['pork', 'beef', 'soda', 'beer']",3
5934,"['beef', 'root vegetables', 'packaged fruit/vegetables', 'whole milk', 'rolls/buns', 'pastry', 'oil', 'bottled water', 'soda', 'canned beer']","['beef', 'vegetables', 'vegetables', 'milk', 'bread', 'oil', 'water', 'soda', 'beer']",3
5935,"['soda', 'soap']",['soda'],3
5936,"['pet care', 'coffee', 'bottled beer']",['beer'],3
5937,"['root vegetables', 'whipped/sour cream']","['vegetables', 'cream']",3
5938,"['tropical fruit', 'pip fruit', 'whole milk', 'yogurt', 'frozen meals', 'rolls/buns', 'soda', 'candy', 'kitchen towels']","['fruits', 'fruits', 'milk', 'yogurt', 'bread', 'soda']",6
5939,"['chicken', 'root vegetables', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'margarine', 'soda']","['chicken', 'vegetables', 'vegetables', 'milk', 'vegetables', 'bread', 'margarine', 'soda']",3
5940,"['soda', 'misc. beverages']",['soda'],3
5941,"['chicken', 'root vegetables']","['chicken', 'vegetables']",3
5942,"['tropical fruit', 'yogurt', 'beverages', 'UHT-milk', 'fruit/vegetable juice', 'hygiene articles']","['fruits', 'yogurt', 'milk', 'vegetables']",3
5944,['onions'],['vegetables'],3
5945,"['whole milk', 'bottled beer', 'rum']","['milk', 'beer', 'rum']",3
5946,"['chicken', 'soda']","['chicken', 'soda']",3
5947,"['tropical fruit', 'yogurt', 'frozen dessert', 'domestic eggs', 'tea']","['fruits', 'yogurt', 'eggs']",3
5948,"['citrus fruit', 'bottled water', 'dishes']","['fruits', 'water']",6
5949,"['semi-finished bread', 'bottled beer', 'liquor']","['bread', 'beer']",3
5950,"['tropical fruit', 'other vegetables', 'curd', 'dessert', 'sliced cheese', 'white bread', 'soda', 'fruit/vegetable juice']","['fruits', 'vegetables', 'cheese', 'bread', 'soda', 'vegetables']",3
5951,"['hamburger meat', 'citrus fruit', 'tropical fruit', 'whole milk', 'yogurt', 'brown bread', 'napkins', 'shopping bags']","['meat', 'fruits', 'fruits', 'milk', 'yogurt', 'bread']",6
5952,"['sausage', 'hamburger meat', 'whole milk', 'dessert', 'rolls/buns', 'specialty chocolate', 'detergent']","['meat', 'meat', 'milk', 'bread', 'chocolate']",3
5953,"['tropical fruit', 'other vegetables', 'pastry', 'long life bakery product', 'waffles', 'chocolate', 'specialty bar', 'shopping bags']","['fruits', 'vegetables', 'chocolate']",3
5955,"['tropical fruit', 'yogurt', 'rolls/buns']","['fruits', 'yogurt', 'bread']",3
5956,"['tropical fruit', 'other vegetables', 'pickled vegetables']","['fruits', 'vegetables', 'vegetables']",3
5957,"['whole milk', 'whipped/sour cream', 'pastry', 'salty snack', 'long life bakery product', 'chewing gum']","['milk', 'cream']",3
5959,"['cream cheese', 'spread cheese']","['cheese', 'cheese']",3
5960,"['rolls/buns', 'specialty bar']",['bread'],3
5961,"['meat', 'tropical fruit', 'other vegetables', 'candy']","['meat', 'fruits', 'vegetables']",3
5962,"['brown bread', 'sauces', 'pet care']","['bread', 'sauce']",3
5963,['soda'],['soda'],3
5964,"['UHT-milk', 'brown bread', 'coffee', 'shopping bags']","['milk', 'bread']",3
5965,"['frankfurter', 'organic sausage', 'whole milk', 'chewing gum']","['meat', 'milk']",3
5966,"['meat', 'chicken', 'root vegetables', 'other vegetables', 'whole milk', 'whipped/sour cream', 'rolls/buns', 'abrasive cleaner', 'cleaner', 'napkins', 'house keeping products']","['meat', 'chicken', 'vegetables', 'vegetables', 'milk', 'cream', 'bread']",3
5967,['whole milk'],['milk'],3
5968,"['sausage', 'hamburger meat', 'packaged fruit/vegetables', 'whole milk', 'processed cheese', 'frozen vegetables', 'rolls/buns', 'white bread', 'tea', 'long life bakery product', 'cling film/bags', 'photo/film']","['meat', 'meat', 'vegetables', 'milk', 'cheese', 'vegetables', 'bread', 'bread']",3
5969,"['herbs', 'other vegetables', 'sliced cheese', 'cream cheese', 'salt', 'oil', 'margarine', 'fruit/vegetable juice', 'bottled beer', 'chewing gum', 'hygiene articles']","['herbs', 'vegetables', 'cheese', 'cheese', 'salt', 'oil', 'margarine', 'vegetables', 'beer']",2
5970,"['whole milk', 'butter milk']","['milk', 'butter']",3
5971,['other vegetables'],['vegetables'],3
5972,"['brown bread', 'jam', 'fruit/vegetable juice']","['bread', 'vegetables']",3
5973,['whipped/sour cream'],['cream'],3
5974,"['other vegetables', 'baking powder', 'napkins']",['vegetables'],3
5975,"['pork', 'tropical fruit', 'whole milk', 'rolls/buns', 'chocolate', 'newspapers']","['pork', 'fruits', 'milk', 'bread', 'chocolate']",6
5977,"['whole milk', 'bottled water']","['milk', 'water']",3
5978,"['grapes', 'root vegetables', 'whole milk', 'curd', 'whipped/sour cream', 'jam']","['vegetables', 'vegetables', 'milk', 'cream']",3
5979,"['liver loaf', 'pork', 'citrus fruit', 'other vegetables', 'yogurt', 'misc. beverages']","['meat', 'pork', 'fruits', 'vegetables', 'yogurt']",3
5980,['rolls/buns'],['bread'],3
5981,"['citrus fruit', 'tropical fruit', 'onions', 'whole milk', 'domestic eggs', 'cat food']","['fruits', 'fruits', 'vegetables', 'milk', 'eggs']",3
5982,"['sausage', 'whole milk']","['meat', 'milk']",3
5984,"['beverages', 'bottled water', 'long life bakery product']",['water'],3
5985,"['beverages', 'brown bread', 'pastry', 'soda', 'newspapers', 'shopping bags']","['bread', 'soda']",3
5986,"['other vegetables', 'whole milk', 'brown bread', 'cat food', 'chewing gum', 'napkins']","['vegetables', 'milk', 'bread']",3
5987,"['tropical fruit', 'packaged fruit/vegetables', 'sliced cheese']","['fruits', 'vegetables', 'cheese']",3
5988,"['beef', 'root vegetables', 'white bread', 'soda']","['beef', 'vegetables', 'bread', 'soda']",3
5989,"['frozen dessert', 'margarine', 'canned fruit', 'soda', 'shopping bags']","['margarine', 'fruits', 'soda']",3
5990,['soda'],['soda'],3
5991,"['pork', 'specialty vegetables', 'bottled water', 'soda', 'bottled beer']","['pork', 'vegetables', 'water', 'soda', 'beer']",3
5992,"['rolls/buns', 'bottled water', 'dental care', 'shopping bags']","['bread', 'water']",3
5993,"['domestic eggs', 'salty snack', 'popcorn', 'napkins']",['eggs'],3
5994,"['whole milk', 'jam', 'canned fish', 'waffles']","['milk', 'fish']",3
5996,"['pork', 'other vegetables', 'curd', 'whipped/sour cream', 'brown bread', 'oil', 'sugar', 'ketchup', 'salty snack']","['pork', 'vegetables', 'cream', 'bread', 'oil', 'sugar', 'sauce']",0
5997,"['frankfurter', 'meat', 'pip fruit', 'ice cream', 'brown bread', 'pickled vegetables', 'jam', 'canned fish', 'liquor', 'waffles', 'newspapers']","['meat', 'meat', 'fruits', 'bread', 'vegetables', 'fish']",3
5998,"['ham', 'UHT-milk']","['ham', 'milk']",3
6000,"['whole milk', 'cake bar']",['milk'],3
6001,['canned beer'],['beer'],3
6003,"['hard cheese', 'rolls/buns', 'sugar', 'candy']","['cheese', 'bread', 'sugar']",6
6004,"['tropical fruit', 'root vegetables', 'whole milk', 'butter', 'chocolate']","['fruits', 'vegetables', 'milk', 'butter', 'chocolate']",3
6005,"['yogurt', 'margarine', 'fruit/vegetable juice', 'shopping bags']","['yogurt', 'margarine', 'vegetables']",3
6006,"['tropical fruit', 'whole milk', 'processed cheese', 'brown bread', 'flour', 'sugar', 'sauces', 'pet care']","['fruits', 'milk', 'cheese', 'bread', 'flour', 'sugar', 'sauce']",6
6007,"['whole milk', 'yogurt']","['milk', 'yogurt']",3
6008,"['ice cream', 'canned beer']",['beer'],3
6009,['bottled beer'],['beer'],3
6010,"['citrus fruit', 'newspapers']",['fruits'],3
6011,"['hamburger meat', 'citrus fruit', 'whole milk', 'butter', 'yogurt', 'cat food', 'hygiene articles', 'shopping bags']","['meat', 'fruits', 'milk', 'butter', 'yogurt']",6
6012,"['frozen fish', 'sugar', 'cake bar', 'chocolate marshmallow', 'candy']","['fish', 'sugar', 'chocolate']",6
6013,['frozen vegetables'],['vegetables'],3
6014,"['tropical fruit', 'whole milk', 'soda', 'red/blush wine']","['fruits', 'milk', 'soda', 'wine']",6
6015,"['citrus fruit', 'onions', 'yogurt', 'sliced cheese', 'rolls/buns', 'bottled beer', 'shopping bags']","['fruits', 'vegetables', 'yogurt', 'cheese', 'bread', 'beer']",3
6016,"['sausage', 'other vegetables', 'curd', 'yogurt', 'soft cheese', 'brown bread', 'fruit/vegetable juice', 'chewing gum']","['meat', 'vegetables', 'yogurt', 'cheese', 'bread', 'vegetables']",3
6017,"['whipped/sour cream', 'frozen vegetables', 'hygiene articles']","['cream', 'vegetables']",3
6018,"['sausage', 'packaged fruit/vegetables', 'whole milk', 'dessert', 'beverages', 'frozen vegetables', 'domestic eggs', 'brown bread', 'pastry', 'margarine', 'mustard', 'coffee', 'soda', 'bottled beer']","['meat', 'vegetables', 'milk', 'vegetables', 'eggs', 'bread', 'margarine', 'herbs', 'soda', 'beer']",5
6019,"['yogurt', 'beverages', 'frozen meals', 'long life bakery product']",['yogurt'],3
6020,"['pastry', 'soda']",['soda'],3
6021,"['pork', 'white bread', 'make up remover', 'napkins']","['pork', 'bread']",3
6022,"['curd', 'dog food', 'bottled beer']",['beer'],3
6023,"['sausage', 'rolls/buns', 'soda']","['meat', 'bread', 'soda']",3
6024,"['sausage', 'rolls/buns', 'fruit/vegetable juice']","['meat', 'bread', 'vegetables']",3
6025,"['berries', 'pastry', 'seasonal products', 'shopping bags']",['fruits'],3
6026,"['root vegetables', 'herbs', 'other vegetables', 'candy', 'seasonal products', 'shopping bags']","['vegetables', 'herbs', 'vegetables']",5
6027,['rolls/buns'],['bread'],3
6028,"['domestic eggs', 'soda', 'cake bar']","['eggs', 'soda']",3
6029,"['tidbits', 'rolls/buns', 'instant coffee', 'soda', 'waffles']","['bread', 'soda']",3
6030,"['curd', 'rolls/buns', 'long life bakery product']",['bread'],3
6032,"['spread cheese', 'rolls/buns', 'canned fish']","['cheese', 'bread', 'fish']",3
6033,"['berries', 'yogurt', 'misc. beverages', 'canned beer', 'liquor', 'cake bar']","['fruits', 'yogurt', 'beer']",3
6034,"['coffee', 'soda']",['soda'],3
6035,"['other vegetables', 'whole milk', 'rolls/buns']","['vegetables', 'milk', 'bread']",3
6036,"['frankfurter', 'other vegetables', 'whole milk', 'coffee', 'hygiene articles']","['meat', 'vegetables', 'milk']",3
6037,"['sausage', 'citrus fruit', 'whole milk', 'pastry', 'bottled water', 'soda', 'bottled beer', 'canned beer']","['meat', 'fruits', 'milk', 'water', 'soda', 'beer', 'beer']",6
6039,"['frankfurter', 'soft cheese', 'rolls/buns', 'canned beer']","['meat', 'cheese', 'bread', 'beer']",3
6040,"['dessert', 'fruit/vegetable juice', 'long life bakery product', 'waffles']",['vegetables'],3
6041,['ham'],['ham'],3
6042,"['semi-finished bread', 'long life bakery product', 'waffles', 'detergent', 'newspapers', 'shopping bags']",['bread'],3
6043,"['whole milk', 'whipped/sour cream']","['milk', 'cream']",3
6044,"['root vegetables', 'yogurt', 'cat food', 'coffee', 'cling film/bags']","['vegetables', 'yogurt']",3
6045,"['beef', 'rolls/buns', 'canned beer', 'napkins']","['beef', 'bread', 'beer']",3
6046,"['citrus fruit', 'pip fruit', 'white bread', 'brown bread', 'pastry', 'waffles']","['fruits', 'fruits', 'bread', 'bread']",3
6047,['citrus fruit'],['fruits'],3
6048,['bottled water'],['water'],3
6049,"['pork', 'other vegetables', 'whole milk', 'yogurt', 'frozen fish', 'rolls/buns', 'roll products', 'flour', 'specialty fat', 'sugar', 'bottled water', 'soda']","['pork', 'vegetables', 'milk', 'yogurt', 'fish', 'bread', 'flour', 'sugar', 'water', 'soda']",1
6050,"['frankfurter', 'whole milk', 'mustard', 'chewing gum']","['meat', 'milk', 'herbs']",5
6051,"['berries', 'root vegetables', 'whole milk']","['fruits', 'vegetables', 'milk']",3
6052,"['bottled beer', 'liquor']",['beer'],3
6053,"['ham', 'yogurt', 'cling film/bags']","['ham', 'yogurt']",3
6054,"['whole milk', 'margarine']","['milk', 'margarine']",3
6056,"['chicken', 'beef', 'tropical fruit', 'berries', 'frozen vegetables', 'zwieback', 'dishes']","['chicken', 'beef', 'fruits', 'fruits', 'vegetables']",3
6057,"['frankfurter', 'rolls/buns', 'chocolate']","['meat', 'bread', 'chocolate']",3
6058,"['beef', 'butter']","['beef', 'butter']",3
6059,['canned beer'],['beer'],3
6060,['rolls/buns'],['bread'],3
6061,"['whole milk', 'soda']","['milk', 'soda']",3
6062,"['pip fruit', 'whole milk']","['fruits', 'milk']",6
6063,['soda'],['soda'],3
6064,['bottled beer'],['beer'],3
6065,"['frankfurter', 'rolls/buns', 'soda', 'specialty bar']","['meat', 'bread', 'soda']",3
6066,['sausage'],['meat'],3
6067,['other vegetables'],['vegetables'],3
6068,"['soda', 'seasonal products']",['soda'],3
6069,"['onions', 'whole milk', 'domestic eggs', 'sugar', 'hygiene articles', 'light bulbs']","['vegetables', 'milk', 'eggs', 'sugar']",6
6070,"['root vegetables', 'other vegetables', 'yogurt', 'processed cheese', 'pickled vegetables', 'newspapers']","['vegetables', 'vegetables', 'yogurt', 'cheese', 'vegetables']",3
6071,['other vegetables'],['vegetables'],3
6072,"['chewing gum', 'specialty chocolate']",['chocolate'],3
6073,['fruit/vegetable juice'],['vegetables'],3
6074,"['pork', 'berries', 'onions']","['pork', 'fruits', 'vegetables']",3
6075,"['dessert', 'spread cheese', 'pastry', 'soda', 'seasonal products']","['cheese', 'soda']",3
6076,"['flour', 'sugar']","['flour', 'sugar']",6
6077,"['tropical fruit', 'pip fruit', 'whole milk', 'flower soil/fertilizer']","['fruits', 'fruits', 'milk']",6
6078,"['pip fruit', 'berries', 'yogurt']","['fruits', 'fruits', 'yogurt']",3
6079,"['yogurt', 'margarine']","['yogurt', 'margarine']",3
6082,"['whole milk', 'cereals']",['milk'],3
6083,"['citrus fruit', 'packaged fruit/vegetables', 'yogurt', 'white wine', 'long life bakery product']","['fruits', 'vegetables', 'yogurt', 'wine']",3
6084,"['onions', 'whipped/sour cream', 'coffee', 'fruit/vegetable juice', 'flower (seeds)']","['vegetables', 'cream', 'vegetables']",3
6085,"['berries', 'butter', 'domestic eggs', 'soda', 'red/blush wine']","['fruits', 'butter', 'eggs', 'soda', 'wine']",3
6086,['tropical fruit'],['fruits'],3
6087,"['bottled water', 'white wine']","['water', 'wine']",3
6088,"['whole milk', 'margarine']","['milk', 'margarine']",3
6089,['UHT-milk'],['milk'],3
6090,"['pork', 'whole milk', 'white bread', 'pastry', 'specialty fat', 'sweet spreads', 'female sanitary products']","['pork', 'milk', 'bread']",3
6091,"['pastry', 'soda']",['soda'],3
6092,"['other vegetables', 'whole milk', 'hard cheese', 'long life bakery product', 'cooking chocolate', 'hygiene articles']","['vegetables', 'milk', 'cheese', 'chocolate']",3
6093,"['frozen meals', 'soda']",['soda'],3
6094,"['root vegetables', 'whole milk', 'curd']","['vegetables', 'milk']",3
6095,['soda'],['soda'],3
6096,"['chicken', 'root vegetables', 'herbs', 'other vegetables', 'canned beer', 'liquor (appetizer)', 'shopping bags']","['chicken', 'vegetables', 'herbs', 'vegetables', 'beer']",5
6097,"['dessert', 'frozen meals', 'soda', 'seasonal products']",['soda'],3
6098,"['sausage', 'specialty bar']",['meat'],3
6099,"['other vegetables', 'whole milk', 'yogurt', 'beverages', 'hard cheese', 'fruit/vegetable juice']","['vegetables', 'milk', 'yogurt', 'cheese', 'vegetables']",3
6100,"['soda', 'fruit/vegetable juice']","['soda', 'vegetables']",3
6101,"['beef', 'cat food', 'newspapers']",['beef'],3
6102,"['berries', 'packaged fruit/vegetables', 'yogurt', 'rolls/buns', 'misc. beverages']","['fruits', 'vegetables', 'yogurt', 'bread']",3
6103,"['ham', 'whole milk', 'rolls/buns', 'bottled water', 'white wine']","['ham', 'milk', 'bread', 'water', 'wine']",3
6104,"['citrus fruit', 'whipped/sour cream']","['fruits', 'cream']",3
6105,"['berries', 'whipped/sour cream', 'domestic eggs']","['fruits', 'cream', 'eggs']",3
6106,"['meat', 'chicken', 'other vegetables', 'whole milk']","['meat', 'chicken', 'vegetables', 'milk']",3
6107,"['coffee', 'soda', 'canned beer']","['soda', 'beer']",3
6109,"['whole milk', 'beverages', 'brown bread', 'pastry', 'specialty chocolate']","['milk', 'bread', 'chocolate']",3
6110,"['root vegetables', 'whole milk', 'yogurt', 'brown bread', 'pastry', 'specialty chocolate', 'candy']","['vegetables', 'milk', 'yogurt', 'bread', 'chocolate']",3
6111,"['pork', 'root vegetables', 'rice', 'sparkling wine', 'hygiene articles', 'newspapers', 'shopping bags']","['pork', 'vegetables', 'rice', 'wine']",3
6112,"['yogurt', 'domestic eggs']","['yogurt', 'eggs']",3
6113,['soda'],['soda'],3
6114,"['frankfurter', 'sausage', 'brown bread', 'canned fish', 'bottled water', 'canned beer', 'candles']","['meat', 'meat', 'bread', 'fish', 'water', 'beer']",3
6116,"['tropical fruit', 'dessert', 'soft cheese', 'brown bread', 'shopping bags']","['fruits', 'cheese', 'bread']",3
6117,"['chicken', 'yogurt', 'cream cheese', 'specialty cheese', 'margarine', 'canned vegetables', 'soda', 'candy', 'hygiene articles', 'dishes']","['chicken', 'yogurt', 'cheese', 'cheese', 'margarine', 'vegetables', 'soda']",3
6118,"['soda', 'bottled beer', 'shopping bags']","['soda', 'beer']",3
6119,"['sausage', 'whole milk', 'canned beer']","['meat', 'milk', 'beer']",3
6120,"['citrus fruit', 'root vegetables', 'other vegetables', 'ice cream']","['fruits', 'vegetables', 'vegetables']",3
6122,"['root vegetables', 'whole milk', 'butter', 'rice', 'bottled water', 'soda', 'canned beer', 'white wine', 'specialty chocolate', 'detergent', 'decalcifier', 'candles']","['vegetables', 'milk', 'butter', 'rice', 'water', 'soda', 'beer', 'wine', 'chocolate']",3
6123,"['hard cheese', 'pasta', 'canned vegetables', 'canned fish', 'soda']","['cheese', 'pasta', 'vegetables', 'fish', 'soda']",3
6124,"['curd', 'flour', 'canned beer']","['flour', 'beer']",3
6125,"['berries', 'whipped/sour cream', 'coffee', 'bottled water', 'soda', 'white wine', 'salty snack', 'hygiene articles']","['fruits', 'cream', 'water', 'soda', 'wine']",6
6126,"['cat food', 'canned beer', 'specialty chocolate', 'hygiene articles', 'napkins', 'shopping bags']","['beer', 'chocolate']",3
6127,['bottled water'],['water'],3
6128,"['soda', 'nut snack', 'flower (seeds)']",['soda'],3
6129,"['fruit/vegetable juice', 'hygiene articles', 'napkins']",['vegetables'],3
6130,['brown bread'],['bread'],3
6131,"['citrus fruit', 'root vegetables', 'whole milk', 'curd']","['fruits', 'vegetables', 'milk']",3
6132,"['whipped/sour cream', 'frozen vegetables', 'newspapers']","['cream', 'vegetables']",3
6133,"['yogurt', 'sliced cheese', 'frozen meals']","['yogurt', 'cheese']",3
6134,"['chicken', 'other vegetables']","['chicken', 'vegetables']",3
6136,"['sausage', 'citrus fruit', 'tropical fruit', 'pip fruit', 'grapes', 'bottled water', 'soda', 'bottled beer', 'cake bar']","['meat', 'fruits', 'fruits', 'fruits', 'vegetables', 'water', 'soda', 'beer']",3
6137,"['tropical fruit', 'mustard', 'sauces']","['fruits', 'herbs', 'sauce']",5
6138,"['whole milk', 'margarine', 'soda', 'napkins', 'photo/film']","['milk', 'margarine', 'soda']",3
6139,"['butter', 'curd']",['butter'],3
6140,"['citrus fruit', 'tropical fruit', 'pip fruit', 'UHT-milk', 'frozen fish', 'soda', 'fruit/vegetable juice', 'hygiene articles', 'napkins']","['fruits', 'fruits', 'fruits', 'milk', 'fish', 'soda', 'vegetables']",3
6141,['pork'],['pork'],3
6142,['frozen fish'],['fish'],3
6143,['beef'],['beef'],3
6144,"['other vegetables', 'UHT-milk', 'canned vegetables', 'bottled water', 'cake bar', 'shopping bags']","['vegetables', 'milk', 'vegetables', 'water']",3
6145,"['chicken', 'packaged fruit/vegetables', 'butter', 'condensed milk', 'rolls/buns']","['chicken', 'vegetables', 'butter', 'milk', 'bread']",3
6147,['pork'],['pork'],3
6149,['whole milk'],['milk'],3
6150,"['other vegetables', 'frozen vegetables', 'domestic eggs', 'soda', 'canned beer', 'liquor', 'shopping bags']","['vegetables', 'vegetables', 'eggs', 'soda', 'beer']",3
6152,"['sausage', 'hamburger meat', 'tropical fruit', 'pip fruit', 'other vegetables', 'sliced cheese', 'hard cheese', 'frozen fish', 'rolls/buns', 'brown bread', 'pastry', 'sauces', 'organic products', 'canned fruit', 'popcorn', 'dental care', 'napkins', 'kitchen towels']","['meat', 'meat', 'fruits', 'fruits', 'vegetables', 'cheese', 'cheese', 'fish', 'bread', 'bread', 'sauce', 'fruits']",3
6153,['bottled beer'],['beer'],3
6154,"['soda', 'canned beer', 'chocolate']","['soda', 'beer', 'chocolate']",3
6155,"['frankfurter', 'hamburger meat', 'beverages', 'shopping bags']","['meat', 'meat']",3
6156,"['whipped/sour cream', 'brown bread']","['cream', 'bread']",3
6157,"['tropical fruit', 'whole milk', 'candles']","['fruits', 'milk']",6
6158,"['sausage', 'tropical fruit']","['meat', 'fruits']",3
6159,"['rolls/buns', 'specialty chocolate']","['bread', 'chocolate']",3
6160,"['other vegetables', 'whole milk', 'frozen potato products', 'brown bread', 'semi-finished bread', 'salt', 'canned vegetables']","['vegetables', 'milk', 'bread', 'bread', 'salt', 'vegetables']",3
6161,"['citrus fruit', 'other vegetables', 'dessert', 'whipped/sour cream', 'soda']","['fruits', 'vegetables', 'cream', 'soda']",3
6162,"['pastry', 'soda']",['soda'],3
6163,"['citrus fruit', 'yogurt', 'canned fruit']","['fruits', 'yogurt', 'fruits']",3
6165,"['butter', 'cream cheese', 'frozen vegetables', 'soda', 'fruit/vegetable juice', 'napkins', 'shopping bags']","['butter', 'cheese', 'vegetables', 'soda', 'vegetables']",3
6166,"['citrus fruit', 'tropical fruit', 'onions', 'packaged fruit/vegetables', 'yogurt', 'napkins']","['fruits', 'fruits', 'vegetables', 'vegetables', 'yogurt']",3
6167,"['whole milk', 'bottled beer']","['milk', 'beer']",3
6168,['pork'],['pork'],3
6169,"['ham', 'pork', 'whole milk', 'yogurt', 'hard cheese', 'spread cheese', 'rolls/buns', 'white bread', 'brown bread', 'pastry', 'chocolate', 'abrasive cleaner', 'dental care', 'napkins', 'newspapers', 'shopping bags']","['ham', 'pork', 'milk', 'yogurt', 'cheese', 'cheese', 'bread', 'bread', 'bread', 'chocolate']",3
6170,"['soda', 'snack products', 'detergent']",['soda'],3
6171,"['tropical fruit', 'yogurt', 'soda', 'newspapers', 'shopping bags']","['fruits', 'yogurt', 'soda']",3
6172,"['ham', 'root vegetables', 'onions', 'herbs', 'cream cheese', 'zwieback', 'potted plants']","['ham', 'vegetables', 'vegetables', 'herbs', 'cheese']",5
6173,"['sausage', 'misc. beverages', 'canned beer', 'waffles', 'shopping bags']","['meat', 'beer']",3
6175,"['other vegetables', 'rolls/buns', 'white wine']","['vegetables', 'bread', 'wine']",3
6176,"['semi-finished bread', 'bottled beer', 'liquor', 'candy']","['bread', 'beer']",3
6177,"['sausage', 'tropical fruit', 'root vegetables', 'other vegetables', 'curd', 'yogurt', 'sliced cheese', 'cream cheese', 'specialty cheese', 'frozen vegetables', 'domestic eggs', 'bottled water']","['meat', 'fruits', 'vegetables', 'vegetables', 'yogurt', 'cheese', 'cheese', 'cheese', 'vegetables', 'eggs', 'water']",3
6178,"['citrus fruit', 'rolls/buns', 'specialty bar']","['fruits', 'bread']",3
6179,['bottled beer'],['beer'],3
6180,"['soda', 'misc. beverages', 'candy']",['soda'],3
6182,['bottled beer'],['beer'],3
6183,['specialty chocolate'],['chocolate'],3
6184,"['soda', 'fruit/vegetable juice']","['soda', 'vegetables']",3
6187,"['citrus fruit', 'butter', 'yogurt', 'cat food', 'coffee', 'bottled water', 'chocolate', 'specialty chocolate']","['fruits', 'butter', 'yogurt', 'water', 'chocolate', 'chocolate']",6
6188,"['yogurt', 'specialty bar']",['yogurt'],3
6189,"['meat', 'beef', 'root vegetables', 'other vegetables', 'butter', 'yogurt', 'frozen vegetables', 'frozen meals', 'coffee', 'long life bakery product', 'shopping bags']","['meat', 'beef', 'vegetables', 'vegetables', 'butter', 'yogurt', 'vegetables']",3
